index,age,job,marital,education,default,balance,loan
563,54.0,services,married,secondary,no,4353.0,yes
564,30.0,technician,single,secondary,no,782.0,yes
565,38.0,entrepreneur,married,secondary,no,0.0,yes
566,28.0,student,married,tertiary,no,803.0,no
567,39.0,management,divorced,secondary,no,4314.0,no
568,48.0,admin.,married,secondary,no,1060.0,no
569,44.0,blue-collar,divorced,secondary,no,1781.0,no
570,30.0,management,single,tertiary,no,1161.0,no
571,53.0,self-employed,married,tertiary,no,4675.0,no
572,28.0,admin.,single,secondary,no,707.0,no
573,51.0,admin.,divorced,secondary,no,-338.0,no
574,59.0,retired,married,primary,no,0.0,no
575,45.0,unemployed,married,secondary,no,2468.0,no
576,55.0,services,married,secondary,no,529.0,no
577,35.0,admin.,married,secondary,no,725.0,no
578,52.0,blue-collar,married,primary,no,1331.0,no
579,28.0,technician,single,tertiary,no,0.0,no
580,30.0,admin.,married,tertiary,no,501.0,yes
581,44.0,blue-collar,divorced,primary,no,3953.0,no
582,32.0,management,single,tertiary,no,1831.0,no
583,56.0,blue-collar,married,secondary,no,659.0,no
584,32.0,technician,married,secondary,no,342.0,no
585,47.0,blue-collar,married,secondary,no,310.0,no
586,42.0,unemployed,married,secondary,no,250.0,no
587,51.0,entrepreneur,married,tertiary,no,6659.0,yes
588,36.0,housemaid,married,primary,no,125.0,no
589,33.0,technician,single,secondary,no,338.0,no
590,37.0,admin.,married,secondary,no,0.0,no
591,26.0,blue-collar,single,secondary,no,-84.0,yes
592,30.0,technician,single,secondary,no,156.0,no
593,38.0,technician,single,secondary,no,4366.0,no
594,45.0,management,divorced,tertiary,no,6269.0,no
595,25.0,student,single,secondary,no,319.0,no
596,41.0,management,married,tertiary,no,60.0,no
597,34.0,technician,divorced,secondary,no,0.0,yes
598,34.0,admin.,married,secondary,no,75.0,yes
599,35.0,unemployed,married,secondary,no,1.0,no
600,44.0,blue-collar,married,secondary,no,3060.0,no
601,39.0,management,married,tertiary,no,894.0,no
602,31.0,management,single,secondary,yes,20.0,no
603,59.0,retired,married,primary,no,824.0,no
604,52.0,technician,married,secondary,no,475.0,no
605,31.0,blue-collar,married,secondary,no,1660.0,no
606,33.0,management,single,tertiary,no,437.0,no
607,49.0,management,single,tertiary,no,1556.0,no
608,31.0,blue-collar,single,secondary,no,-571.0,no
609,37.0,blue-collar,married,primary,no,2814.0,no
610,34.0,self-employed,married,tertiary,no,97.0,no
611,34.0,admin.,married,tertiary,no,262.0,no
612,49.0,services,single,unknown,no,5095.0,no
613,25.0,unemployed,married,secondary,no,157.0,no
614,59.0,self-employed,married,primary,no,0.0,no
615,41.0,admin.,married,secondary,no,239.0,no
616,45.0,entrepreneur,married,tertiary,no,219.0,yes
617,34.0,management,single,tertiary,no,0.0,yes
618,29.0,technician,married,secondary,no,0.0,no
619,42.0,blue-collar,married,secondary,no,3396.0,yes
620,41.0,management,married,tertiary,no,371.0,no
621,29.0,services,single,secondary,no,209.0,no
622,49.0,management,married,tertiary,no,224.0,no
623,40.0,services,married,secondary,no,473.0,no
624,37.0,entrepreneur,married,tertiary,no,404.0,no
625,60.0,admin.,married,unknown,no,1088.0,no
626,39.0,blue-collar,married,primary,no,1373.0,no
627,38.0,blue-collar,divorced,secondary,no,1817.0,no
628,37.0,services,married,secondary,no,1616.0,no
629,30.0,self-employed,single,tertiary,no,253.0,no
630,49.0,management,married,tertiary,no,1468.0,no
631,39.0,management,single,tertiary,no,759.0,no
632,46.0,services,married,secondary,no,-204.0,yes
633,29.0,management,single,tertiary,no,91.0,no
634,39.0,services,married,secondary,no,104.0,no
635,31.0,admin.,married,secondary,no,3052.0,yes
636,41.0,housemaid,married,secondary,no,0.0,no
637,31.0,management,married,tertiary,no,2196.0,no
638,59.0,housemaid,married,primary,no,88.0,no
639,39.0,self-employed,married,secondary,no,31.0,no
640,36.0,entrepreneur,married,secondary,no,229.0,no
641,43.0,technician,divorced,secondary,no,1413.0,no
642,49.0,technician,single,secondary,no,0.0,no
643,54.0,blue-collar,married,primary,no,551.0,no
644,41.0,management,married,secondary,no,49.0,no
645,37.0,blue-collar,divorced,secondary,no,33.0,no
646,41.0,management,married,tertiary,no,666.0,no
647,51.0,management,divorced,tertiary,no,0.0,no
648,56.0,technician,married,secondary,no,76.0,no
649,58.0,self-employed,married,tertiary,no,6237.0,no
650,29.0,services,married,secondary,no,1135.0,no
651,32.0,admin.,married,tertiary,no,233.0,no
652,53.0,blue-collar,married,primary,no,655.0,no
653,51.0,blue-collar,married,secondary,no,224.0,yes
654,40.0,blue-collar,married,secondary,no,3765.0,no
655,34.0,technician,single,secondary,no,2178.0,no
656,46.0,blue-collar,married,secondary,no,-216.0,no
657,31.0,technician,married,secondary,no,17.0,no
658,32.0,blue-collar,single,secondary,no,82.0,no
659,28.0,admin.,married,secondary,no,0.0,yes
660,29.0,technician,single,secondary,no,5.0,yes
661,27.0,technician,married,secondary,no,0.0,yes
662,31.0,blue-collar,married,primary,no,290.0,no
663,33.0,services,married,secondary,no,837.0,no
664,28.0,admin.,married,secondary,no,147.0,yes
665,27.0,blue-collar,married,primary,no,108.0,no
666,53.0,services,divorced,unknown,no,1012.0,no
667,29.0,management,single,tertiary,no,2907.0,no
668,28.0,blue-collar,married,tertiary,no,902.0,no
669,26.0,services,married,secondary,no,4.0,no
670,58.0,technician,divorced,secondary,no,553.0,no
671,35.0,admin.,single,secondary,no,289.0,no
672,36.0,management,married,tertiary,no,-1629.0,yes
673,36.0,blue-collar,married,primary,no,656.0,no
674,50.0,blue-collar,married,primary,no,859.0,yes
675,28.0,admin.,single,tertiary,no,1104.0,no
676,32.0,admin.,married,secondary,no,2468.0,yes
677,32.0,services,married,secondary,no,-173.0,no
678,29.0,management,married,tertiary,no,361.0,yes
679,32.0,management,married,tertiary,no,410.0,no
680,34.0,technician,married,secondary,no,0.0,no
681,32.0,management,married,tertiary,no,273.0,no
682,50.0,self-employed,divorced,tertiary,no,13.0,no
683,35.0,services,single,secondary,no,155.0,no
684,53.0,entrepreneur,married,secondary,no,111.0,no
685,35.0,blue-collar,married,secondary,no,449.0,no
686,38.0,management,single,tertiary,no,-476.0,no
687,34.0,technician,married,secondary,no,357.0,no
688,33.0,entrepreneur,married,tertiary,no,407.0,no
689,55.0,technician,divorced,secondary,no,217.0,yes
690,42.0,management,married,tertiary,no,1220.0,no
691,31.0,admin.,single,secondary,no,6981.0,no
692,25.0,technician,single,tertiary,no,184.0,yes
693,41.0,technician,divorced,secondary,no,611.0,no
694,32.0,technician,single,tertiary,no,849.0,no
695,52.0,services,married,unknown,no,482.0,yes
696,39.0,blue-collar,married,secondary,no,1439.0,no
697,43.0,management,married,tertiary,no,-391.0,no
698,36.0,blue-collar,single,tertiary,no,3649.0,no
699,60.0,management,married,tertiary,no,21088.0,no
700,36.0,technician,divorced,secondary,no,1156.0,yes
701,25.0,management,single,tertiary,no,1602.0,no
702,35.0,technician,married,tertiary,no,8029.0,no
703,28.0,blue-collar,single,secondary,no,1735.0,no
704,34.0,blue-collar,married,secondary,no,1682.0,yes
705,37.0,services,married,secondary,no,4760.0,no
706,43.0,retired,married,primary,no,400.0,no
707,60.0,retired,divorced,tertiary,no,4.0,no
708,52.0,services,single,secondary,no,21.0,no
709,35.0,technician,single,secondary,no,1693.0,no
710,34.0,services,married,secondary,no,254.0,no
711,44.0,blue-collar,married,primary,no,-337.0,no
712,37.0,admin.,single,tertiary,no,2317.0,no
713,48.0,blue-collar,married,secondary,no,387.0,no
714,32.0,blue-collar,single,primary,no,121.0,no
715,48.0,management,divorced,tertiary,no,17964.0,no
716,41.0,management,married,tertiary,no,3769.0,no
717,33.0,management,married,tertiary,no,1206.0,no
718,52.0,entrepreneur,single,tertiary,no,3469.0,no
719,32.0,admin.,married,secondary,no,48.0,no
720,29.0,entrepreneur,married,secondary,no,65.0,no
721,26.0,admin.,single,tertiary,no,2170.0,no
722,35.0,admin.,married,tertiary,no,0.0,no
723,26.0,blue-collar,single,secondary,no,18.0,no
724,35.0,management,single,tertiary,no,303.0,yes
725,31.0,blue-collar,married,primary,no,48.0,no
726,56.0,technician,married,secondary,no,124.0,no
727,40.0,management,divorced,unknown,no,4095.0,no
728,34.0,management,single,tertiary,no,11350.0,no
729,50.0,technician,married,secondary,no,349.0,no
730,45.0,entrepreneur,married,primary,no,488.0,no
731,37.0,technician,married,secondary,no,1016.0,yes
732,51.0,entrepreneur,married,secondary,no,653.0,no
733,30.0,blue-collar,single,secondary,no,567.0,no
734,32.0,technician,married,secondary,no,5560.0,yes
735,38.0,management,married,tertiary,no,0.0,no
736,27.0,blue-collar,single,primary,no,1.0,no
737,30.0,entrepreneur,single,tertiary,no,216.0,no
738,25.0,technician,single,secondary,no,218.0,yes
739,34.0,management,married,tertiary,no,1725.0,yes
740,32.0,blue-collar,single,primary,no,60.0,no
741,36.0,admin.,married,secondary,no,1954.0,yes
742,33.0,blue-collar,single,unknown,no,129.0,yes
743,29.0,technician,single,tertiary,no,2269.0,no
744,35.0,technician,married,secondary,no,-499.0,no
745,54.0,technician,divorced,secondary,no,1663.0,no
746,47.0,blue-collar,married,primary,no,0.0,yes
747,47.0,admin.,single,secondary,no,303.0,yes
748,45.0,self-employed,married,tertiary,no,-497.0,yes
749,33.0,admin.,married,secondary,no,2.0,yes
750,32.0,management,married,tertiary,no,128.0,no
751,49.0,technician,married,tertiary,no,8422.0,no
752,31.0,admin.,married,secondary,no,3.0,no
753,36.0,management,single,tertiary,no,1743.0,no
754,36.0,blue-collar,married,secondary,no,718.0,no
755,35.0,blue-collar,married,secondary,no,1397.0,no
756,38.0,blue-collar,single,unknown,no,-933.0,no
757,44.0,management,married,primary,no,5418.0,yes
758,39.0,admin.,married,secondary,yes,-104.0,no
759,31.0,services,single,primary,no,181.0,no
760,41.0,technician,married,secondary,no,2125.0,yes
761,34.0,admin.,single,tertiary,no,64.0,no
762,49.0,unemployed,married,tertiary,no,-471.0,no
763,26.0,services,single,primary,no,179.0,yes
764,35.0,blue-collar,single,primary,no,-631.0,no
765,41.0,admin.,married,tertiary,no,96.0,no
766,31.0,services,single,secondary,no,456.0,no
767,32.0,admin.,single,secondary,no,976.0,no
768,31.0,services,married,secondary,no,1167.0,yes
769,31.0,blue-collar,single,secondary,no,648.0,yes
770,55.0,technician,married,secondary,no,176.0,no
771,49.0,blue-collar,single,primary,no,-165.0,yes
772,44.0,self-employed,married,secondary,no,0.0,no
773,55.0,management,divorced,tertiary,no,141.0,no
774,30.0,admin.,married,secondary,no,39.0,no
775,31.0,management,single,tertiary,no,34.0,no
776,33.0,blue-collar,married,secondary,no,0.0,yes
777,51.0,blue-collar,married,primary,no,1016.0,no
778,47.0,blue-collar,married,secondary,no,2428.0,no
779,26.0,blue-collar,single,secondary,yes,-685.0,yes
780,31.0,services,single,secondary,no,1987.0,no
781,39.0,services,married,secondary,no,823.0,yes
782,43.0,management,married,tertiary,no,228.0,no
783,36.0,technician,married,secondary,no,-342.0,no
784,56.0,services,married,secondary,no,4763.0,no
785,40.0,management,married,tertiary,no,30.0,no
786,37.0,admin.,single,secondary,no,-296.0,no
787,52.0,blue-collar,divorced,secondary,no,1912.0,yes
788,33.0,services,married,secondary,no,766.0,no
789,33.0,unemployed,married,tertiary,no,271.0,yes
790,28.0,management,single,secondary,no,967.0,no
791,25.0,student,single,tertiary,no,538.0,no
792,29.0,services,married,secondary,no,417.0,no
793,30.0,technician,single,tertiary,no,4321.0,no
794,45.0,admin.,married,secondary,no,1214.0,no
795,39.0,unemployed,married,secondary,no,74.0,no
796,52.0,technician,married,secondary,no,195.0,no
797,30.0,management,single,tertiary,no,2.0,no
798,40.0,admin.,married,secondary,no,2574.0,no
799,29.0,services,married,tertiary,no,-62.0,yes
800,35.0,blue-collar,married,secondary,no,876.0,no
801,29.0,admin.,single,secondary,no,265.0,no
802,40.0,technician,married,secondary,no,694.0,no
803,35.0,technician,single,secondary,no,196.0,no
804,37.0,technician,married,tertiary,no,0.0,yes
805,29.0,services,married,secondary,no,30.0,no
806,44.0,unemployed,single,unknown,no,3938.0,no
807,59.0,services,married,primary,no,196.0,no
808,51.0,technician,single,secondary,no,1153.0,no
809,37.0,housemaid,divorced,secondary,no,1040.0,no
810,30.0,unemployed,divorced,tertiary,no,1718.0,no
811,38.0,housemaid,married,secondary,no,0.0,no
812,25.0,admin.,married,secondary,no,789.0,no
813,54.0,housemaid,married,primary,no,1319.0,no
814,33.0,management,married,tertiary,no,1782.0,no
815,34.0,blue-collar,married,secondary,no,398.0,no
816,30.0,blue-collar,single,secondary,no,163.0,yes
817,49.0,management,married,tertiary,no,1105.0,no
818,41.0,management,single,tertiary,no,0.0,no
819,30.0,blue-collar,single,secondary,no,0.0,no
820,31.0,management,single,tertiary,no,775.0,no
821,41.0,blue-collar,married,secondary,no,1522.0,yes
822,41.0,admin.,divorced,secondary,no,1076.0,no
823,38.0,management,single,tertiary,no,8669.0,no
824,37.0,services,single,secondary,no,99.0,yes
825,28.0,blue-collar,single,secondary,no,371.0,no
826,34.0,blue-collar,married,secondary,no,856.0,no
827,33.0,admin.,single,secondary,no,16.0,yes
828,36.0,technician,married,tertiary,no,1731.0,no
829,49.0,admin.,divorced,secondary,yes,2405.0,no
830,35.0,management,single,tertiary,no,62.0,no
831,44.0,technician,single,secondary,no,1548.0,no
832,24.0,blue-collar,married,secondary,no,0.0,no
833,35.0,admin.,married,secondary,no,1345.0,no
834,33.0,services,married,secondary,no,255.0,yes
835,27.0,housemaid,married,primary,no,0.0,no
836,58.0,management,married,tertiary,no,2261.0,no
837,37.0,technician,married,secondary,no,6384.0,yes
838,32.0,management,single,tertiary,no,4262.0,no
839,30.0,management,single,secondary,no,4642.0,no
840,30.0,services,single,secondary,no,62.0,no
841,59.0,management,divorced,tertiary,no,258.0,no
842,40.0,management,married,tertiary,no,294.0,no
843,60.0,retired,divorced,primary,no,61.0,no
844,31.0,technician,single,secondary,no,667.0,no
845,32.0,technician,single,secondary,no,1819.0,no
846,32.0,entrepreneur,married,secondary,no,126.0,yes
847,45.0,blue-collar,single,primary,no,308.0,no
848,43.0,self-employed,married,secondary,no,1239.0,yes
849,38.0,management,married,tertiary,no,246.0,no
850,28.0,admin.,married,secondary,no,423.0,no
851,27.0,blue-collar,single,primary,no,0.0,no
852,41.0,technician,married,tertiary,no,532.0,no
853,47.0,technician,married,tertiary,no,1115.0,no
854,46.0,admin.,married,secondary,no,739.0,no
855,55.0,retired,married,primary,no,159.0,yes
856,40.0,entrepreneur,married,tertiary,no,2644.0,no
857,46.0,blue-collar,married,secondary,no,1147.0,no
858,53.0,housemaid,married,tertiary,no,2353.0,no
859,34.0,technician,married,secondary,no,114.0,yes
860,36.0,admin.,divorced,tertiary,no,289.0,yes
861,35.0,services,married,secondary,no,52.0,no
862,37.0,management,married,tertiary,no,108.0,yes
863,47.0,management,married,tertiary,no,4386.0,no
864,42.0,management,married,tertiary,no,2665.0,no
865,54.0,management,married,tertiary,no,707.0,no
866,25.0,blue-collar,single,secondary,no,-247.0,no
867,31.0,blue-collar,married,secondary,no,79.0,yes
868,26.0,management,single,tertiary,no,14004.0,no
869,31.0,admin.,single,secondary,no,3950.0,no
870,30.0,management,single,secondary,no,3259.0,no
871,47.0,blue-collar,married,secondary,no,4101.0,no
872,36.0,self-employed,married,tertiary,no,328.0,yes
873,36.0,unemployed,married,secondary,no,352.0,no
874,31.0,self-employed,married,tertiary,no,5.0,yes
875,25.0,management,married,tertiary,no,937.0,no
876,30.0,management,single,tertiary,no,376.0,no
877,44.0,housemaid,married,primary,no,26.0,no
878,34.0,self-employed,married,tertiary,no,1972.0,no
879,49.0,management,married,secondary,no,3286.0,no
880,56.0,blue-collar,married,primary,no,173.0,yes
881,36.0,technician,divorced,secondary,no,3158.0,no
882,27.0,admin.,single,secondary,no,619.0,no
883,32.0,management,single,tertiary,no,2974.0,no
884,33.0,management,single,tertiary,no,1439.0,no
885,46.0,technician,married,secondary,no,329.0,no
886,32.0,blue-collar,married,secondary,no,889.0,no
887,42.0,self-employed,married,tertiary,no,-426.0,no
888,50.0,self-employed,divorced,secondary,no,985.0,yes
889,33.0,technician,single,secondary,no,781.0,no
890,38.0,management,married,tertiary,no,7255.0,no
891,27.0,technician,single,secondary,no,487.0,no
892,29.0,management,single,tertiary,no,1739.0,no
893,56.0,blue-collar,married,primary,no,187.0,no
894,59.0,admin.,single,secondary,no,-423.0,yes
895,46.0,blue-collar,single,secondary,no,338.0,no
896,46.0,management,married,tertiary,no,946.0,no
897,34.0,blue-collar,single,secondary,no,152.0,no
898,43.0,management,divorced,tertiary,no,481.0,no
899,29.0,blue-collar,married,secondary,no,721.0,no
900,38.0,blue-collar,married,secondary,no,2299.0,no
901,37.0,management,married,secondary,no,-499.0,no
902,46.0,technician,single,secondary,no,4367.0,no
903,51.0,management,married,tertiary,no,0.0,no
904,36.0,blue-collar,married,secondary,no,0.0,yes
905,53.0,management,divorced,tertiary,no,6388.0,no
906,28.0,self-employed,married,tertiary,no,0.0,no
907,42.0,technician,married,secondary,no,-470.0,yes
908,41.0,blue-collar,married,secondary,no,140.0,no
909,43.0,unemployed,divorced,secondary,no,4094.0,no
910,27.0,housemaid,married,secondary,no,4848.0,yes
911,34.0,blue-collar,married,secondary,no,965.0,no
912,44.0,services,married,secondary,no,1106.0,no
913,48.0,management,married,secondary,no,0.0,no
914,50.0,entrepreneur,married,tertiary,no,-168.0,no
915,30.0,blue-collar,single,primary,no,1395.0,no
916,42.0,self-employed,married,secondary,no,2812.0,no
917,46.0,services,married,secondary,no,22.0,no
